block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
48;measure;kernel.c:34-35;37.883953094482;0.55499988794327;0.55499994754791;0.55499994754791;0.55499994754791;0;0;1;;
46;measure;kernel.c:34-35;22.866891860962;0.33499997854233;0.33499997854233;0.33499997854233;0.33499997854233;0;0;1;;
47;measure;kernel.c:34-35;19.795217514038;0.28999996185303;0.28999996185303;0.28999996185303;0.28999996185303;0;0;1;;
41;measure;kernel.c:29-35;6.8259372711182;0.099999986588955;0.099999986588955;0.099999986588955;0.099999986588955;0;0;1;;
39;measure;kernel.c:29-30;5.1194539070129;0.074999995529652;0.074999995529652;0.074999995529652;0.074999995529652;0;0;1;;
33;measure;kernel.c:29-30;2.0477812290192;0.029999995604157;0.029999995604157;0.029999995604157;0.029999995604157;0;0;1;;
37;measure;kernel.c:29-34;1.0238906145096;0.014999997802079;0.014999997802079;0.014999997802079;0.014999997802079;0;0;1;;
32;measure;kernel.c:29-30;0.6825937628746;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
38;measure;kernel.c:39-39;0.6825937628746;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
28;measure;kernel.c:23-29;0.6825937628746;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
45;measure;kernel.c:35-35;0.6825937628746;0.00999999884516;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;1;;
34;measure;kernel.c:29-29;0.3412968814373;0.00499999942258;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
35;measure;kernel.c:39-39;0.3412968814373;0.00499999942258;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
43;measure;kernel.c:33-33;0.3412968814373;0.00499999942258;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
119;measure;driver.c:77-77;0.3412968814373;0.00499999942258;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
120;measure;driver.c:76-76;0.3412968814373;0.00499999942258;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;;
