block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
48;measure;kernel.c:34-35;37.883953094482;0.55499988794327;;;;;;;;
46;measure;kernel.c:34-35;22.866891860962;0.33499997854233;;;;;;;;
47;measure;kernel.c:34-35;19.795217514038;0.28999996185303;;;;;;;;
41;measure;kernel.c:29-35;6.8259372711182;0.099999986588955;;;;;;;;
39;measure;kernel.c:29-30;5.1194539070129;0.074999995529652;;;;;;;;
33;measure;kernel.c:29-30;2.0477812290192;0.029999995604157;;;;;;;;
37;measure;kernel.c:29-34;1.0238906145096;0.014999997802079;;;;;;;;
32;measure;kernel.c:29-30;0.6825937628746;0.00999999884516;;;;;;;;
38;measure;kernel.c:39-39;0.6825937628746;0.00999999884516;;;;;;;;
28;measure;kernel.c:23-29;0.6825937628746;0.00999999884516;;;;;;;;
45;measure;kernel.c:35-35;0.6825937628746;0.00999999884516;;;;;;;;
34;measure;kernel.c:29-29;0.3412968814373;0.00499999942258;;;;;;;;
35;measure;kernel.c:39-39;0.3412968814373;0.00499999942258;;;;;;;;
43;measure;kernel.c:33-33;0.3412968814373;0.00499999942258;;;;;;;;
119;measure;driver.c:77-77;0.3412968814373;0.00499999942258;;;;;;;;
120;measure;driver.c:76-76;0.3412968814373;0.00499999942258;;;;;;;;
