block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
53;measure;kernel.c:145-146;43.396221160889;0.91994917392731;;;;;;;;
54;measure;kernel.c:145-146;33.490562438965;0.70996075868607;;;;;;;;
52;measure;kernel.c:146-146;5.4245276451111;0.11499364674091;;;;;;;;
35;measure;kernel.c:153-153;4.7169809341431;0.099994480609894;;;;;;;;
48;measure;kernel.c:144-145;3.7735848426819;0.079995587468147;;;;;;;;
39;measure;kernel.c:133-134;3.3018865585327;0.069996133446693;;;;;;;;
45;measure;kernel.c:141-141;1.1792452335358;0.024998620152473;;;;;;;;
28;measure;kernel.c:127-133;1.1792451143265;0.024998618289828;;;;;;;;
47;measure;kernel.c:133-133,kernel.c:142-145;1.1792451143265;0.024998618289828;;;;;;;;
40;measure;kernel.c:140-145;0.94339621067047;0.019998896867037;;;;;;;;
33;measure;kernel.c:133-134;0.94339621067047;0.019998896867037;;;;;;;;
32;measure;kernel.c:133-133;0.23584905266762;0.0049997242167592;;;;;;;;
42;measure;kernel.c:138-138;0.23584905266762;0.0049997242167592;;;;;;;;
