address;source_location;insn;indent
0x4011b0;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;TEST	%EDI,%EDI;
0x4011b2;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;JE	401293 <kernel+0xe3>;
0x4011b8;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;MOV	%EDI,%EAX;
0x4011ba;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;LEA	-0x1(%RAX),%RCX;
0x4011be;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;MOV	%EAX,%EDI;
0x4011c0;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;AND	$-0x2,%EDI;
0x4011c3;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;LEA	(,%RAX,8),%R8;
0x4011cb;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;XORPS	%XMM0,%XMM0;
0x4011ce;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;XOR	%R9D,%R9D;
0x4011d1;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;MOVSD	0xe3f(%RIP),%XMM1;
0x4011d9;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;JMP	4011f3 <kernel+0x43>;
0x4011db;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;NOPL	(%RAX,%RAX,1);
0x4011e0;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;LEA	0x1(%R9),%R10;(1) 
0x4011e4;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;ADD	%R8,%RSI;(1) 
0x4011e7;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;CMP	%RCX,%R9;(1) 
0x4011ea;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;MOV	%R10,%R9;(1) 
0x4011ed;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:10;JE	401296 <kernel+0xe6>;(1) 
0x4011f3;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:12;MOVSS	(%RDX,%R9,4),%XMM2;(1) 
0x4011f9;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:12;CVTSS2SD	%XMM2,%XMM2;(1) 
