address;source_location;insn;indent
0x4011b0;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;PUSH	%RBP;
0x4011b1;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;MOV	%RSP,%RBP;
0x4011b4;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;PUSH	%R15;
0x4011b6;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;PUSH	%R14;
0x4011b8;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;PUSH	%R13;
0x4011ba;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;PUSH	%R12;
0x4011bc;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;PUSH	%RBX;
0x4011bd;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;SUB	$0x58,%RSP;
0x4011c1;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:127;MOV	%EDI,%R9D;
0x4011c4;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:130;MOV	%RSP,%RCX;
0x4011c7;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:130;LEA	0xf(,%R9,4),%RAX;
0x4011cf;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:130;AND	$-0x10,%RAX;
0x4011d3;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:130;SUB	%RAX,%RCX;
0x4011d6;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:130;MOV	%RCX,-0x38(%RBP);
0x4011da;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:130;MOV	%RCX,%RSP;
0x4011dd;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;TEST	%EDI,%EDI;
0x4011df;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;JE	40122b <kernel+0x7b>;
0x4011e1;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;MOV	$-0x4,%EAX;
0x4011e6;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;AND	%R9,%RAX;
0x4011e9;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;JE	40123d <kernel+0x8d>;
0x4011eb;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;XOR	%ECX,%ECX;
0x4011ed;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;MOVAPS	0xe2c(%RIP),%XMM0;
0x4011f4;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;MOVAPS	0xe35(%RIP),%XMM1;
0x4011fb;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;MOV	-0x38(%RBP),%R8;
0x4011ff;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;NOP;
0x401200;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;MOVUPS	(%RDX,%RCX,4),%XMM2;(6) 
0x401204;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;RSQRTPS	%XMM2,%XMM3;(6) 
0x401207;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;MULPS	%XMM3,%XMM2;(6) 
0x40120a;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;MULPS	%XMM3,%XMM2;(6) 
0x40120d;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;ADDPS	%XMM0,%XMM2;(6) 
0x401210;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;MULPS	%XMM1,%XMM3;(6) 
0x401213;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;MULPS	%XMM2,%XMM3;(6) 
0x401216;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:134;MOVAPS	%XMM3,(%R8,%RCX,4);(6) 
0x40121b;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;ADD	$0x4,%RCX;(6) 
0x40121f;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;CMP	%RAX,%RCX;(6) 
0x401222;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;JB	401200 <kernel+0x50>;(6) 
0x401224;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;CMP	%R9D,%EAX;
0x401227;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;JNE	401243 <kernel+0x93>;
0x401229;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;JMP	40128e <kernel+0xde>;
0x40122b;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:133;XORPS	%XMM0,%XMM0;
0x40122e;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;LEA	-0x28(%RBP),%RSP;
0x401232;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;POP	%RBX;
0x401233;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;POP	%R12;
0x401235;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;POP	%R13;
0x401237;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;POP	%R14;
0x401239;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;POP	%R15;
0x40123b;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;POP	%RBP;
0x40123c;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;RET;
0x40123d;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;XOR	%EAX,%EAX;
0x40123f;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;MOV	-0x38(%RBP),%R8;
0x401243;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;MOVSS	0xdb9(%RIP),%XMM0;
0x40124b;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/kernel.c:153;MOVSS	0xdb5(%RIP),%XMM1;
