address;source_location;insn;indent
0x401360;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%RBP;
0x401361;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R15;
0x401363;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R14;
0x401365;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R13;
0x401367;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R12;
0x401369;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%RBX;
0x40136a;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;SUB	$0x178,%RSP;
0x401371;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;STMXCSR	0x80(%RSP);
0x401379;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;ORL	$0x8040,0x80(%RSP);
0x401384;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;LDMXCSR	0x80(%RSP);
0x40138c;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;MOV	%RSI,%R15;
0x40138f;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;CMP	$0x4,%EDI;
0x401392;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;JNE	401936 <main+0x5d6>;
0x401398;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:43;MOV	0x8(%R15),%RDI;
0x40139c;/usr/include/stdlib.h:483;XOR	%ESI,%ESI;
0x40139e;/usr/include/stdlib.h:483;MOV	$0xa,%EDX;
0x4013a3;/usr/include/stdlib.h:483;CALL	401080 <strtol@plt>;
0x4013a8;/usr/include/stdlib.h:483;MOV	%RAX,%RBX;
0x4013ab;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:44;MOV	0x10(%R15),%RDI;
0x4013af;/usr/include/stdlib.h:483;XOR	%ESI,%ESI;
0x4013b1;/usr/include/stdlib.h:483;MOV	$0xa,%EDX;
0x4013b6;/usr/include/stdlib.h:483;CALL	401080 <strtol@plt>;
0x4013bb;/usr/include/stdlib.h:483;MOV	%RAX,0x18(%RSP);
0x4013c0;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:45;MOV	0x18(%R15),%RDI;
0x4013c4;/usr/include/stdlib.h:483;XOR	%ESI,%ESI;
0x4013c6;/usr/include/stdlib.h:483;MOV	$0xa,%EDX;
0x4013cb;/usr/include/stdlib.h:483;CALL	401080 <strtol@plt>;
0x4013d0;/usr/include/stdlib.h:483;MOV	%RAX,0x8(%RSP);
0x4013d5;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:57;MOV	%EBX,%EAX;
0x4013d7;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:57;IMUL	%EAX,%EAX;
