block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
48;measure;kernel.c:57-58;41.726623535156;0.57963705062866;;;;;;;;
47;measure;kernel.c:57-58;19.064750671387;0.26483416557312;;;;;;;;
46;measure;kernel.c:57-58;14.028780937195;0.19487801194191;;;;;;;;
33;measure;kernel.c:51-52;13.669066429138;0.18988110125065;;;;;;;;
41;measure;kernel.c:51-51,kernel.c:57-58;5.3956847190857;0.074953079223633;;;;;;;;
39;measure;kernel.c:51-52;3.2374107837677;0.044971842318773;;;;;;;;
119;measure;driver.c:77-77;1.079136967659;0.014990615658462;;;;;;;;
32;measure;kernel.c:51-51;0.71942454576492;0.0099937422201037;;;;;;;;
34;measure;kernel.c:51-51;0.35971227288246;0.0049968711100519;;;;;;;;
38;measure;kernel.c:62-62;0.35971227288246;0.0049968711100519;;;;;;;;
28;measure;kernel.c:45-51;0.35971227288246;0.0049968711100519;;;;;;;;
