address;source_location;insn;indent
0x11c0;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:64;PUSH	%RBP;
0x11c1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:64;PUSH	%R15;
0x11c3;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:64;PUSH	%R14;
0x11c5;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:64;PUSH	%R13;
0x11c7;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:64;PUSH	%R12;
0x11c9;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:64;PUSH	%RBX;
0x11ca;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:64;SUB	$0xc8,%RSP;
0x11d1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;TEST	%EDI,%EDI;
0x11d3;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;JE	19eb <kernel+0x82b>;
0x11d9;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%EDI,%EAX;
0x11db;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RAX,%RCX;
0x11de;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;DEC	%RCX;
0x11e1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RDX,%R14;
0x11e4;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RAX,0x98(%RSP);
0x11ec;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RSI,0xb8(%RSP);
0x11f4;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RCX,0xa8(%RSP);
0x11fc;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;JE	19f4 <kernel+0x834>;
0x1202;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%EAX,%ECX;
0x1204;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;AND	$-0x2,%ECX;
0x1207;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;LEA	(,%RAX,8),%R12;
0x120f;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%EAX,%R15D;
0x1212;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RAX,%RDX;
0x1215;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;SAL	$0x6,%RDX;
0x1219;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;AND	$0x7,%R15D;
0x121d;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;VXORPS	%XMM1,%XMM1,%XMM1;
0x1221;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;VXORPD	%XMM8,%XMM8,%XMM8;
0x1226;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RSI,0xb0(%RSP);
0x122e;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RCX,0xc0(%RSP);
0x1236;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%EAX,%ECX;
0x1238;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;AND	$-0x8,%ECX;
0x123b;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;LEA	0x8(%RSI),%RAX;
0x123f;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RDX,0xa0(%RSP);
0x1247;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RAX,0x90(%RSP);
0x124f;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;XOR	%EAX,%EAX;
0x1251;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RCX,0x80(%RSP);
0x1259;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RAX,0x88(%RSP);
0x1261;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;JMP	12a7 <kernel+0xe7>;
0x1263;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;NOPW	%CS:(%RAX,%RAX,1);
0x1270;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	0x88(%RSP),%RCX;(2) 
0x1278;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;ADDQ	$0x10,0xb0(%RSP);(2) 
0x1281;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;ADDQ	$0x10,0x90(%RSP);(2) 
0x128a;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;ADD	$0x2,%RCX;(2) 
0x128e;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RCX,%RAX;(2) 
0x1291;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;MOV	%RCX,0x88(%RSP);(2) 
0x1299;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;CMP	0xc0(%RSP),%RCX;(2) 
0x12a1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;JE	1a02 <kernel+0x842>;(2) 
0x12a7;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:68;CMPQ	$0x7,0xa8(%RSP);(2) 
0x12b0;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JAE	13e0 <kernel+0x220>;(2) 
0x12b6;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;XOR	%EBP,%EBP;(2) 
0x12b8;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;TEST	%R15,%R15;(2) 
0x12bb;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JE	1340 <kernel+0x180>;(2) 
0x12c1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;LEA	(%R14,%RBP,4),%R13;(2) 
0x12c5;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;IMUL	0x98(%RSP),%RBP;(2) 
0x12ce;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;MOV	0xb0(%RSP),%RAX;(2) 
0x12d6;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;XOR	%EBX,%EBX;(2) 
0x12d8;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;LEA	(%RAX,%RBP,8),%RBP;(2) 
0x12dc;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JMP	131d <kernel+0x15d>;(2) 
0x12de;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;XCHG	%AX,%AX;
0x12e0;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;VMOVSS	%XMM1,0x4(%RSP);  (5) 
0x12e6;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;VMOVSD	%XMM2,0x8(%RSP);  (5) 
0x12ec;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;CALL	10a0 <sqrt@plt>;  (5) 
0x12f1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x8(%RSP),%XMM2;  (5) 
0x12f7;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSS	0x4(%RSP),%XMM1;  (5) 
0x12fd;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VXORPD	%XMM8,%XMM8,%XMM8;  (5) 
0x1302;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VDIVSD	%XMM0,%XMM2,%XMM0;  (5) 
0x1306;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;INC	%RBX;  (5) 
0x1309;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;ADD	%R12,%RBP;  (5) 
0x130c;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VCVTSS2SD	%XMM1,%XMM1,%XMM1;  (5) 
0x1310;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VADDSD	%XMM1,%XMM0,%XMM0;  (5) 
0x1314;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VCVTSD2SS	%XMM0,%XMM0,%XMM1;  (5) 
0x1318;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;CMP	%RBX,%R15;  (5) 
0x131b;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JE	1340 <kernel+0x180>;  (5) 
0x131d;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSS	(%R13,%RBX,4),%XMM0;  (5) 
0x1324;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	(%RBP),%XMM2;  (5) 
0x1329;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VCVTSS2SD	%XMM0,%XMM0,%XMM0;  (5) 
0x132d;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VUCOMISD	%XMM8,%XMM0;  (5) 
0x1332;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;JB	12e0 <kernel+0x120>;  (5) 
0x1334;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VSQRTSD	%XMM0,%XMM0,%XMM0;  (5) 
0x1338;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;JMP	1302 <kernel+0x142>;  (5) 
0x133a;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;NOPW	(%RAX,%RAX,1);
0x1340;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;CMPQ	$0x7,0xa8(%RSP);(2) 
0x1349;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JAE	16f0 <kernel+0x530>;(2) 
0x134f;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;XOR	%EBP,%EBP;(2) 
0x1351;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;TESTB	$0x7,0x98(%RSP);(2) 
0x1359;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JE	1270 <kernel+0xb0>;(2) 
0x135f;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;LEA	(%R14,%RBP,4),%R13;(2) 
0x1363;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;IMUL	0x98(%RSP),%RBP;(2) 
0x136c;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;MOV	0x90(%RSP),%RAX;(2) 
0x1374;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;XOR	%EBX,%EBX;(2) 
0x1376;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;LEA	(%RAX,%RBP,8),%RBP;(2) 
0x137a;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JMP	13c1 <kernel+0x201>;(2) 
0x137c;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;NOPL	(%RAX);
0x1380;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;VMOVSS	%XMM1,0x4(%RSP);  (3) 
0x1386;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;VMOVSD	%XMM2,0x8(%RSP);  (3) 
0x138c;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;CALL	10a0 <sqrt@plt>;  (3) 
0x1391;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x8(%RSP),%XMM2;  (3) 
0x1397;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSS	0x4(%RSP),%XMM1;  (3) 
0x139d;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VXORPD	%XMM8,%XMM8,%XMM8;  (3) 
0x13a2;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VDIVSD	%XMM0,%XMM2,%XMM0;  (3) 
0x13a6;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;INC	%RBX;  (3) 
0x13a9;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;ADD	%R12,%RBP;  (3) 
0x13ac;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VCVTSS2SD	%XMM1,%XMM1,%XMM1;  (3) 
0x13b0;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VADDSD	%XMM1,%XMM0,%XMM0;  (3) 
0x13b4;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VCVTSD2SS	%XMM0,%XMM0,%XMM1;  (3) 
0x13b8;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;CMP	%RBX,%R15;  (3) 
0x13bb;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:69;JE	1270 <kernel+0xb0>;  (3) 
0x13c1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSS	(%R13,%RBX,4),%XMM0;  (3) 
0x13c8;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	(%RBP),%XMM2;  (3) 
0x13cd;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VCVTSS2SD	%XMM0,%XMM0,%XMM0;  (3) 
0x13d1;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VUCOMISD	%XMM8,%XMM0;  (3) 
0x13d6;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;JB	1380 <kernel+0x1c0>;  (3) 
0x13d8;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VSQRTSD	%XMM0,%XMM0,%XMM0;  (3) 
0x13dc;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;JMP	13a2 <kernel+0x1e2>;  (3) 
0x13de;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;XCHG	%AX,%AX;
0x13e0;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;MOV	0xb0(%RSP),%R13;(2) 
0x13e8;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;XOR	%EBP,%EBP;(2) 
0x13ea;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;JMP	14f3 <kernel+0x333>;(2) 
0x13ef;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;NOP;
0x13f0;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;CALL	10a0 <sqrt@plt>;  (6) 
0x13f5;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VXORPD	%XMM8,%XMM8,%XMM8;  (6) 
0x13fa;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x78(%RSP),%XMM15;  (6) 
0x1400;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x60(%RSP),%XMM1;  (6) 
0x1406;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x58(%RSP),%XMM4;  (6) 
0x140c;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSS	0x4(%RSP),%XMM2;  (6) 
0x1412;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x50(%RSP),%XMM5;  (6) 
0x1418;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x48(%RSP),%XMM6;  (6) 
0x141e;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x40(%RSP),%XMM7;  (6) 
0x1424;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x38(%RSP),%XMM3;  (6) 
0x142a;/home/benabid-guendouzi/Documents/GitHub/AOA-Project5/kernel.c:70;VMOVSD	0x30(%RSP),%XMM9;  (6) 
