address;source_location;insn;indent
0x401770;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%RBP;
0x401771;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R15;
0x401773;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R14;
0x401775;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R13;
0x401777;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%R12;
0x401779;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;PUSH	%RBX;
0x40177a;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;SUB	$0x178,%RSP;
0x401781;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;STMXCSR	0x80(%RSP);
0x401789;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;ORL	$0x8040,0x80(%RSP);
0x401794;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;LDMXCSR	0x80(%RSP);
0x40179c;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:35;MOV	%RSI,%R15;
0x40179f;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;CMP	$0x4,%EDI;
0x4017a2;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;JNE	401d46 <main+0x5d6>;
0x4017a8;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:43;MOV	0x8(%R15),%RDI;
0x4017ac;/usr/include/stdlib.h:483;XOR	%ESI,%ESI;
0x4017ae;/usr/include/stdlib.h:483;MOV	$0xa,%EDX;
0x4017b3;/usr/include/stdlib.h:483;CALL	401080 <strtol@plt>;
0x4017b8;/usr/include/stdlib.h:483;MOV	%RAX,%RBX;
0x4017bb;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:44;MOV	0x10(%R15),%RDI;
0x4017bf;/usr/include/stdlib.h:483;XOR	%ESI,%ESI;
0x4017c1;/usr/include/stdlib.h:483;MOV	$0xa,%EDX;
0x4017c6;/usr/include/stdlib.h:483;CALL	401080 <strtol@plt>;
0x4017cb;/usr/include/stdlib.h:483;MOV	%RAX,0x18(%RSP);
0x4017d0;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:45;MOV	0x18(%R15),%RDI;
0x4017d4;/usr/include/stdlib.h:483;XOR	%ESI,%ESI;
0x4017d6;/usr/include/stdlib.h:483;MOV	$0xa,%EDX;
0x4017db;/usr/include/stdlib.h:483;CALL	401080 <strtol@plt>;
0x4017e0;/usr/include/stdlib.h:483;MOV	%RAX,0x8(%RSP);
0x4017e5;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:57;MOV	%EBX,%EAX;
0x4017e7;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:57;IMUL	%EAX,%EAX;
0x4017ea;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:57;MOV	%RAX,0x40(%RSP);
0x4017ef;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:57;LEA	(,%RAX,8),%RAX;
0x4017f7;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:57;MOV	%RAX,0x70(%RSP);
0x4017fc;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:58;MOV	%EBX,%R15D;
0x4017ff;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:58;MOV	%R15,0x60(%RSP);
0x401804;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:58;LEA	(,%R15,4),%RAX;
0x40180c;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:58;MOV	%RAX,0x68(%RSP);
0x401811;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:58;MOV	%EBX,%EAX;
0x401813;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:58;AND	$0x7fffffff,%EAX;
0x401818;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:58;MOV	%RAX,0x38(%RSP);
0x40181d;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;IMUL	%RAX,%RAX;
0x401821;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;MOV	%RAX,%RCX;
0x401824;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;SHR	$0x3,%RCX;
0x401828;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;MOV	%RCX,0x48(%RSP);
0x40182d;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;MOV	%RAX,0x30(%RSP);
0x401832;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;AND	$-0x8,%RAX;
0x401836;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;MOV	%RAX,0x28(%RSP);
0x40183b;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;IMUL	%R15,%R15;
0x40183f;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;MOV	%EBX,%EAX;
0x401841;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;AND	$0x7ffffff8,%EAX;
0x401846;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:37;MOV	%RAX,0x20(%RSP);
0x40184b;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:50;LEA	(,%RAX,4),%RAX;
0x401853;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:50;MOV	%RAX,0x58(%RSP);
0x401858;/home/mathieu/Downloads/AOA-Project5/mathieu_icx/../src/driver.c:50;XOR	%ECX,%ECX;
